date,users,sessions,marketing_cost,clicks,impressions,click_through_rate,avg_time_on_page,bouce_rate,units_sold,is_campaign_period,day_of_week,month_number
2023-12-03,,,283.8,,,,,,,0,7,12
2023-12-04,,,145.2,,,,,,,0,1,12
2023-12-05,,,244.2,,,,,,,0,2,12
2023-12-06,,,167.2,,,,,,,0,3,12
2023-12-07,,,202.4,,,,,,,0,4,12
2023-12-08,,,283.8,,,,,,,0,5,12
2023-12-09,,,299.2,,,,,,,0,6,12
2023-12-10,,,305.8,,,,,,,0,7,12
2023-12-11,,,244.2,,,,,,,0,1,12
2023-12-12,,,165,,,,,,,0,2,12
2023-12-13,,,145.2,,,,,,,0,3,12
2023-12-14,,,446.6,,,,,,,0,4,12
2023-12-15,,,242,,,,,,,0,5,12
2023-12-16,,,398.2,,,,,,,0,6,12
2023-12-17,,,127.6,,,,,,,0,7,12
2023-12-18,,,316.8,,,,,,,0,1,12
2023-12-19,,,308,,,,,,,0,2,12
2023-12-20,,,495,,,,,,,1,3,12
2023-12-21,,,759,,,,,,,1,4,12
2023-12-22,,,477.4,,,,,,,1,5,12
2023-12-23,,,682,,,,,,,1,6,12
2023-12-24,,,994.4,,,,,,,1,7,12
2023-12-25,,,807.4,,,,,,,1,1,12
2023-12-26,,,686.4,,,,,,,1,2,12
2023-12-27,,,462,,,,,,,1,3,12
2023-12-28,,,574.2,,,,,,,1,4,12
2023-12-29,,,171.6,,,,,,,0,5,12
2023-12-30,,,299.2,,,,,,,0,6,12
2023-12-31,,,360.8,,,,,,,0,7,12
